Comments,Type
i don&#39;t know what i have to describe you and your explanation. just amazing!!,1.0
bunch of thanks for excellent explanation,1.0
thanks for making understand in such a simplest way,1.0
oh my god you are such a great lecturer and i am a student and i need your lecture and every topic is so clean and clear and your voice is so clean and you  are doing a great job thank you so much hats off to you sir,1.0
for all those who are watching this you&#39;ll definitely learn more than your teacher has ever taught!!....,1.0
thank you so much for these videos sir! are you referring to the book by galvin? please reply.,1.0
"easy to follow and really solved my laptop&#39;s problem , thanksss!!",1.0
really fantastic. i have seen all the 55 video lecturer on os.i just wanted to say please release the remaining  topics as soon as possible,1.0
great effort its really easy to understand.,1.0
it really helped that you showed why we actually need operating system,1.0
thank you so so much. you are the best teacher in this world ,1.0
thanks very much. brilliantly explained in short span of time. i greatly appreciate it.,1.0
"os =neso academy!... os is almost like a soul of a computer, similarly neso academy tutorials are same for students in making complex topics easy !",1.0
this is more than wonderful well done neso academy,1.0
thanks for the videos related to computer science... please make videos on software engineering subject also.....i just got good marks by watching toc videos on your channel...please,1.0
amazing introduction .so much depth that i have recieved.,1.0
please complete the series sir. we&#39;re depending upon your videos.,1.0
"this is what i&#39;ve been searching for; thank you, sir.",1.0
thank you so much for the videos  but plz provide the deadlock chapter asap.you guys are doing a great job . plz upload the deadlock chapter .,1.0
my doubts are cleared regarding osthank u so much sir,1.0
it&#39;s simply amazing...  easy to understand thanks bro,1.0
great content. easy to follow and understand... thank you!,1.0
economically weaker students are depending upon this beautiful channel ,1.0
"pls upload lectures on process scheduling, gantt chart, threads, synchronisation, deadlock, etc. pls",1.0
thanku sir..  i was so confused.. but now the things are getting clear to me,1.0
after searching a lot got something which is useful. thanks for uploading . really appreciate your work,1.0
"i&#39;d just like to interject for a moment. what you&#39;re referring to as linux, is in fact, gnu/linux, or as i&#39;ve recently taken to calling it, gnu plus linux. linux is not an operating system unto itself, but rather another free component of a fully functioning gnu system made useful by the gnu corelibs, shell utilities and vital system components comprising a full os as defined by posix._x000D__x000D_many computer users run a modified version of the gnu system every day, without realizing it. through a peculiar turn of events, the version of gnu which is widely used today is often called &quot;linux&quot;, and many of its users are not aware that it is basically the gnu system, developed by the gnu project._x000D__x000D_there really is a linux, and these people are using it, but it is just a part of the system they use. linux is the kernel: the program in the system that allocates the machine&#39;s resources to the other programs that you run. the kernel is an essential part of an operating system, but useless by itself; it can only function in the context of a complete operating system. linux is normally used in combination with the gnu operating system: the whole system is basically gnu with linux added, or gnu/linux. all the so-called &quot;linux&quot; distributions are really distributions of gnu/linux.",0.0
very good lectures..i need pdfs of these lectures can i get that???,1.0
thank you neso academy. you helped me pass my os class.,1.0
this is for the first time i am leaving a comment on any youtube video... this course is amazing!!.. operating system was boring to me but now u made it interesting!!..&lt;3,1.0
great explanation ,1.0
"absolutely great work,,,thanks from my heart.the world is so great because of like you great people.",1.0
yessiree! very clear indeed! superb! keep up the great work and sincerity!,1.0
the introduction is very clear and it is useful. thank u,1.0
"i&#39;m depending on you. can you please complete the series, sir? thanks for your efforts.",1.0
thank you so much......such a hard work....applause!!!,1.0
very good . could understand easily ,1.0
sir thank you so much for creating playlist in a sequence tomorrow i have an exam. keep doing more n more videos god bless u,1.0
good evening sir...u explained in excellent way....one request to u sir..kindly upload the videos of probability and random process engineering maths according the syllabus.it will be more helpful for the students..it&#39;s quite difficult fir us..thanking you sir,1.0
